super_catalog_id,vendor_id,max_price,min_price
7501287621009,1141,1079.0,557.08884
7501043100410,1141,196.0101,177.21
7501070613549,1141,164.22119999999998,151.47
7501201310026,1141,2503.8387000000002,2009.7
7501165007819,1141,1393.0,637.0649999999999
7501122961017,1141,166.314,138.65827536
7501064550775,1141,178.0,151.18708968
7501043111706,1141,383.95169999999996,305.91
7501064550768,1141,292.0,261.95132699999994
7501142911306,1141,468.942,412.739712
7501318646360,1141,286.8,210.7215
7501318649071,1141,276.0,205.821
7501122961246,1141,309.969,256.29497388000004
7501123016808,1141,385.1991,266.31
7501125152863,1141,657.0,642.3771419999999
7501125152870,1141,828.8874,445.5
7501123011209,1141,615.624,352.44396
7501123010608,1141,383.052,112.71149999999999
7501324402820,1141,2876.586669,1683.0
7501300409911,1141,571.725,503.118
7501298205038,1141,743.5835,411.642
7501033954412,1141,904.365,417.5226
7501033957505,1141,476.025,458.177148
7501098604710,1141,1247.4,952.38
7501098605915,1141,1433.0,1317.2544
7501287627957,1141,410.0,342.0549
7501298214108,1141,291.6936,273.24
7501300408556,1141,549.6,338.1345
7501299300763,1141,204.6,23.960183344812002
8027950210473,1141,1479.0,1273.1499
7501123012923,1141,436.0,275.992575343056
7501298234601,1141,414.1445,290.1096
7501298234809,1141,161.448,122.5125
7501298234908,1141,220.363,161.7165
7501298234700,1141,315.436,232.077879
7501300407047,1141,168.0,116.6319
7501123014101,1141,303.672,224.78652305999998
75016951,1141,145.2,118.59209999999999
7501101633348,1141,257.4,201.9006
5000456076692,1141,1128.0,787.059504
7501298222424,1141,677.0,615.51495324
7501298244808,1141,533.0,332.2539
7501082208764,1141,850.0,489.06989999999996
7501050629430,1141,2347.3296,1584.0
7501326003186,1141,1500.0,881.1099
7501326004947,1141,1229.0,735.075
7891317027513,1141,684.5256,596.57202
7891317027476,1141,684.997632,647.1333
7502224227070,1141,9500.0,9336.030759
7501033921674,1141,592.14,343.035
7501033920790,1141,642.0,460.647
7503003746126,1141,1551.9537,1261.062
7501299301678,1141,259.0,221.5026
7501299306840,1141,226.2,191.11950000000002
7501303449501,1141,339.9,301.28274
7501298269009,1141,499.0,337.54643999999996
7501328979564,1141,861.0,652.589784
7501098621175,1141,327.09599999999995,302.94
7501033958281,1141,754.5383999999999,566.28
7501122967019,1141,384.516,333.83264507999996
7501300408938,1141,151.0,146.4347808
7501037925579,1141,1431.0505,538.8688370421179
7501871721450,1141,351.4203,307.89
3700039500027,1141,593.0,318.53249999999997
7501583300325,1141,670.3895,471.16072871999995
7891317019815,1141,526.638,449.05908168
7503007822550,1141,3020.7275999999997,2475.0
7501318608788,1141,1685.0,979.1199
7501287621009,1141,1077.921,557.08884
7501043100410,1141,196.0101,177.03279
7501070613549,1141,164.22119999999998,151.31853
7501201310026,1141,2503.8387000000002,2007.6903
7501165007819,1141,1391.607,637.0649999999999
7501122961017,1141,166.147686,138.65827536
7501064550775,1141,177.822,151.18708968
7501043111706,1141,383.95169999999996,305.60409
7501064550768,1141,291.708,261.95132699999994
7501142911306,1141,468.473058,412.739712
7501318646360,1141,286.5132,210.7215
7501318649071,1141,275.724,205.821
7501122961246,1141,309.65903099999997,256.29497388000004
7501123016808,1141,385.1991,266.04368999999997
7501125152863,1141,656.343,642.3771419999999
7501125152870,1141,828.8874,445.0545
7501123011209,1141,615.008376,352.44396
7501123010608,1141,382.668948,112.71149999999999
7501324402820,1141,2876.586669,1681.317
7501300409911,1141,571.725,502.614882
7501298205038,1141,742.8399165,411.642
7501033954412,1141,903.460635,417.5226
7501033957505,1141,475.548975,458.177148
7501098604710,1141,1247.4,951.42762
7501098605915,1141,1431.567,1317.2544
7501287627957,1141,409.59,342.0549
7501298214108,1141,291.6936,272.96675999999997
7501300408556,1141,549.0504,338.1345
7501299300763,1141,204.3954,23.960183344812002
8027950210473,1141,1477.521,1273.1499
7501123012923,1141,435.564,275.992575343056
7501298234601,1141,413.7303555,290.1096
7501298234809,1141,161.286552,122.5125
7501298234908,1141,220.142637,161.7165
7501298234700,1141,315.120564,232.077879
7501300407047,1141,167.832,116.6319
7501123014101,1141,303.368328,224.78652305999998
75016951,1141,145.0548,118.59209999999999
7501101633348,1141,257.14259999999996,201.9006
5000456076692,1141,1126.872,787.059504
7501298222424,1141,676.323,615.51495324
7501298244808,1141,532.467,332.2539
7501082208764,1141,849.15,489.06989999999996
7501050629430,1141,2347.3296,1582.4160000000002
7501326003186,1141,1498.5,881.1099
7501326004947,1141,1227.771,735.075
7891317027513,1141,684.5256,595.97544798
7891317027476,1141,684.997632,646.4861666999999
7502224227070,1141,9490.5,9336.030759
7501033921674,1141,591.54786,343.035
7501033920790,1141,641.358,460.647
7503003746126,1141,1551.9537,1259.800938
7501299301678,1141,258.741,221.5026
7501299306840,1141,225.97379999999998,191.11950000000002
7501303449501,1141,339.5601,301.28274
7501298269009,1141,498.501,337.54643999999996
7501328979564,1141,860.139,652.589784
7501098621175,1141,327.09599999999995,302.63706
7501033958281,1141,754.5383999999999,565.71372
7501122967019,1141,384.131484,333.83264507999996
7501300408938,1141,150.849,146.4347808
7501037925579,1141,1429.6194495,538.8688370421179
7501871721450,1141,351.4203,307.58211
3700039500027,1141,592.407,318.53249999999997
7501583300325,1141,669.7191104999999,471.16072871999995
7891317019815,1141,526.111362,449.05908168
7503007822550,1141,3020.7275999999997,2472.525
7501318608788,1141,1683.315,979.1199
7506335700033,1157,305.0,301.87080000000003
7501326000215,1157,2100.0,1857.27509253
7502227876367,1157,600.0,525.066693993072
8903855078731,1157,1353.0,1229.3590319999998
7640114722776,1157,3593.8781999999997,3366.0
7502009741296,1157,88.0,68.243386359753
7506022303578,1157,28.843129022400003,27.72
7506022303608,1157,45.0,38.116089
7501349025929,1157,20.0,16.803500103521998
7501493874695,1157,121.0,48.45956885163899
7501289514460,1157,327.0,227.38320000000002
7501349021334,1157,124.7923481904,101.97
7501349024267,1157,22.0,10.754632213281
7501122962502,1157,140.357448,132.66
7503004908738,1157,26.0,22.087681291269
7501493867895,1157,135.0,119.503593
7502227870716,1157,61.0,49.58699155403399
7506335702501,1157,45.0,40.615344
7502009748592,1157,96.0795,77.22
7501384503307,1157,402.3954,297.0
7501122969310,1157,422.232228,378.18
7501052712376,1157,13.0,11.538926267121
7501122961024,1157,340.51208399999996,257.4
7501122961017,1157,140.058864,125.73
7501070903800,1157,530.0,254.82599999999996
7501082203103,1156,373.26,365.832126
7501082206005,1156,1311.48,1285.3815479999998
8806416076378,1156,697.12,683.2473120000001
8806416076316,1156,1079.0,1057.5279
7501300420121,1156,520.0,509.65199999999993
7501300420138,1156,557.5,546.4057499999999
7501300420114,1156,286.25,280.553625
7501300420879,1156,999.38,979.492338
7501101600531,1156,221.34,216.93533399999998
7501101600524,1156,177.32,173.79133199999998
7501101600326,1156,302.56,296.539056
7501124183486,1156,621.6,609.23016
7501124183394,1156,601.57,589.598757
7501300450562,1156,200.0,45.476639999999996
7501300450579,1156,259.38,254.21833800000002
7501089810045,1156,127.86,125.315586
7501089801166,1156,554.8,505.47677400000003
7501089801180,1156,578.09,526.70574
