codbar,min_price,price,max_price,status,nombre,laboratorio,vendor_id,pos_id,client_id,iva,stock,stock_quantity
7501300408228,260.15,260.15,260.15,ok,,,1152,3000,14885,16.0,yes,
7501008426944,112.12,112.12,112.12,ok,,,1152,3000,14885,0.0,yes,
7503003738404,21.19,21.19,21.19,ok,,,1152,3000,14885,0.0,yes,
650240006647,106.47,106.47,106.47,ok,,,1152,3000,14885,0.0,yes,
7501109902866,207.99,207.99,207.99,ok,,,1152,3000,14885,0.0,yes,
7501070612368,148.75,148.75,148.75,ok,,,1152,3000,14885,0.0,yes,
7503003738879,17.65,17.65,17.65,ok,,,1152,3000,14885,0.0,yes,
7501008497357,151.53,156.87,156.87,ok,,,1152,3002,14929,0.0,yes,
7502216805361,25.55,26.49,26.49,ok,,,1152,3002,14929,0.0,yes,
7501299307236,44.04,45.59,45.59,ok,,,1152,3002,14929,0.0,yes,
7501109902866,200.87,207.99,207.99,ok,,,1152,3002,14929,0.0,yes,
7501125109935,53.29,55.18,55.18,ok,,,1152,3002,14929,0.0,yes,
650240036378,138.48,138.48,138.48,ok,,,1152,3002,14929,0.0,yes,
7501123013302,250.45,259.28,259.28,ok,,,1152,3002,14929,0.0,yes,
7501008427330,122.68,127.0,127.0,ok,,,1152,3002,14929,0.0,yes,
7501070612368,143.67,148.75,148.75,ok,,,1152,3002,14929,0.0,yes,
7501300408556,449.3,449.3,449.3,ok,,,1152,3002,14929,0.0,yes,
7501098603867,78.89,81.68,81.68,ok,,,1152,3002,14929,0.0,yes,
7502216930865,252.89,261.81,261.81,ok,,,1152,3002,14929,0.0,yes,
7503007704658,426.29,441.36,441.36,ok,,,1152,3002,14929,0.0,yes,
7501299307694,336.74,336.74,336.74,ok,,,1152,3002,14929,0.0,yes,
7501008433553,66.96,69.33,69.33,ok,,,1152,1788,16111,0.0,yes,
780083142537,31.81,32.94,32.94,ok,,,1152,1788,16111,0.0,yes,
7502004401454,30.06,31.13,31.13,ok,,,1152,1788,16111,0.0,yes,
7502259892403,38.47,39.82,39.82,ok,,,1152,1788,16111,16.0,yes,
7501537163266,51.95,53.78,53.78,ok,,,1152,1788,16111,0.0,yes,
7501258214414,34.54,35.75,35.75,ok,,,1152,1788,16111,0.0,yes,
7501075714173,9.06,9.38,9.38,ok,,,1152,1788,16111,0.0,yes,
7501125112881,66.38,68.72,68.72,ok,,,1152,1788,16111,0.0,yes,
7502227870228,29.23,30.28,30.28,ok,,,1152,1788,16111,0.0,yes,
7502216808430,82.04,84.89,84.89,ok,,,1152,1788,16111,0.0,yes,
7501008497340,199.55,206.6,206.6,ok,,,1152,1788,16111,0.0,yes,
7502216793231,5.8,6.01,6.01,ok,,,1152,1788,16111,0.0,yes,
759684391255,150.13,155.42,155.42,ok,,,1152,1788,16111,16.0,yes,
7501008443033,36.29,37.57,37.57,ok,,,1152,1788,16111,0.0,yes,
7502216805361,25.55,26.49,26.49,ok,,,1152,1788,16111,0.0,yes,
7501125100901,46.79,48.45,48.45,ok,,,1152,1788,16111,0.0,yes,
7503004908875,39.78,41.18,41.18,ok,,,1152,1788,16111,0.0,yes,
7501349028913,19.43,20.13,20.13,ok,,,1152,1788,16111,0.0,yes,
7501537102975,30.39,30.39,30.39,ok,,,1152,2435,16588,0.0,yes,
7502240450070,10.64,10.64,10.64,ok,,,1152,2435,16588,0.0,yes,
650240010712,79.91,79.91,79.91,ok,,,1152,2435,16588,0.0,yes,
7501165000315,124.72,124.72,124.72,ok,,,1152,2435,16588,0.0,yes,
7501537102395,35.7,35.7,35.7,ok,,,1152,2435,16588,0.0,yes,
7501537102999,9.51,9.51,9.51,ok,,,1152,2435,16588,0.0,yes,
20800753067,92.19,92.19,92.19,ok,,,1152,2435,16588,0.0,yes,
650240010460,169.0,169.0,169.0,ok,,,1152,2435,16588,0.0,yes,
7501249606778,59.26,59.26,59.26,ok,,,1152,2435,16588,0.0,yes,
7501277092314,21.94,21.94,21.94,ok,,,1152,2435,16588,0.0,yes,
7502208894779,20.66,20.66,20.66,ok,,,1152,2435,16588,0.0,yes,
7501298234809,158.21,158.21,158.21,ok,,,1152,2435,16588,0.0,yes,
17502224240656,150.66,150.66,150.66,ok,,,1152,2435,16588,16.0,yes,
7501287621009,1385.59,1385.59,1385.59,ok,,,1152,2435,16588,0.0,yes,
7502208892638,7.75,7.75,7.75,ok,,,1152,2435,16588,0.0,yes,
7502234760352,38.69,38.69,38.69,ok,,,1152,2435,16588,0.0,yes,
7501109902637,118.54,118.54,118.54,ok,,,1152,2435,16588,0.0,yes,
7502216802919,6.73,6.73,6.73,ok,,,1152,2435,16588,0.0,yes,
650240036385,142.47,142.47,142.47,ok,,,1152,2435,16588,0.0,yes,
7501349025158,290.4,290.4,290.4,ok,,,1152,2435,16588,0.0,yes,
7502001164086,42.35,42.35,42.35,ok,,,1152,2435,16588,0.0,yes,
7501349022881,24.74,24.74,24.74,ok,,,1152,2435,16588,0.0,yes,
7503003738404,22.52,22.52,22.52,ok,,,1152,2435,16588,0.0,yes,
7502235820888,40.02,40.02,40.02,ok,,,1152,2435,16588,16.0,yes,
780083142308,16.36,16.36,16.36,ok,,,1152,2435,16588,0.0,yes,
7502214980367,51.39,51.39,51.39,ok,,,1152,2435,16588,16.0,yes,
780083148966,14.82,14.82,14.82,ok,,,1152,2435,16588,0.0,yes,
4104480706196,186.74,186.74,186.74,ok,,,1152,2435,16588,0.0,yes,
300090050139,324.08,324.08,324.08,ok,,,1152,2435,16588,0.0,yes,
7501125109935,57.9,57.9,57.9,ok,,,1152,2435,16588,0.0,yes,
7502001165434,10.55,10.55,10.55,ok,,,1152,2435,16588,0.0,yes,
7501165010789,138.09,138.09,138.09,ok,,,1152,2435,16588,0.0,yes,
7501054502777,54.29,54.29,54.29,ok,,,1152,2435,16588,16.0,yes,
785118753825,29.61,29.61,29.61,ok,,,1152,2435,16588,0.0,yes,
7502001165533,51.38,51.38,51.38,ok,,,1152,2435,16588,0.0,yes,
7502216805576,21.46,21.46,21.46,ok,,,1152,2435,16588,0.0,yes,
7503004908714,10.56,10.56,10.56,ok,,,1152,2435,16588,0.0,yes,
7502001160019,31.82,31.82,31.82,ok,,,1152,2435,16588,0.0,yes,
7502009740916,24.0,24.0,24.0,ok,,,1152,2435,16588,0.0,yes,
7509546068558,42.41,42.41,42.41,ok,,,1152,2435,16588,16.0,yes,
8400007063,52.93,52.93,52.93,ok,,,1152,2435,16588,0.0,yes,
75006440,13.43,13.43,13.43,ok,,,1152,2435,16588,0.0,yes,
650240006654,73.07,73.07,73.07,ok,,,1152,2435,16588,16.0,yes,
7501289511421,21.8,21.8,21.8,ok,,,1152,2435,16588,0.0,yes,
7502240450773,24.7,24.7,24.7,ok,,,1152,2435,16588,0.0,yes,
821998000250,37.53,37.53,37.53,ok,,,1152,2435,16588,0.0,yes,
7501070600730,93.31,93.31,93.31,ok,,,1152,2435,16588,0.0,yes,
7501384505271,24.0,24.0,24.0,ok,,,1152,2435,16588,0.0,yes,
7502216790681,112.52,112.52,112.52,ok,,,1152,2435,16588,0.0,yes,
7501563380170,47.57,47.57,47.57,ok,,,1152,2435,16588,0.0,yes,
7501825300120,16.7,16.7,16.7,ok,,,1152,2435,16588,0.0,yes,
7501943471962,33.75,33.75,33.75,ok,,,1152,2435,16588,16.0,yes,
7502001160026,24.14,24.14,24.14,ok,,,1152,2435,16588,0.0,yes,
7502001162549,22.04,22.83,22.83,ok,,,1152,1409,12953,0.0,yes,
7501125100130,40.23,41.65,41.65,ok,,,1152,1409,12953,0.0,yes,
7501008433676,53.2,55.08,55.08,ok,,,1152,1409,12953,0.0,yes,
7501165011434,105.05,108.75,108.75,ok,,,1152,1409,12953,0.0,yes,
7501349028050,34.1,35.3,35.3,ok,,,1152,1409,12953,0.0,yes,
7502009747021,62.12,64.36,64.36,ok,,,1152,1409,12953,0.0,yes,
7501349025233,50.1,51.87,51.87,ok,,,1152,1409,12953,0.0,yes,
7501008497340,199.55,206.6,206.6,ok,,,1152,1409,12953,0.0,yes,
7501125100246,28.78,29.8,29.8,ok,,,1152,1409,12953,0.0,yes,
7502009743597,31.18,32.29,32.29,ok,,,1152,1409,12953,0.0,yes,
650240050398,149.26,149.99,149.99,ok,,,1152,1409,12953,0.0,yes,
7502009746543,18.93,19.6,19.6,ok,,,1152,1409,12953,0.0,yes,
7501125100857,31.62,32.74,32.74,ok,,,1152,1409,12953,0.0,yes,
7501825301493,12.64,13.09,13.09,ok,,,1152,1409,12953,0.0,yes,
7502009746536,9.66,10.0,10.0,ok,,,1152,1409,12953,0.0,yes,
7503002772782,24.35,25.21,25.21,ok,,,1152,1409,12953,0.0,yes,
7502209858060,13.26,13.72,13.72,ok,,,1152,1409,12953,0.0,yes,
7502001160118,23.29,24.12,24.12,ok,,,1152,1409,12953,0.0,yes,
7501825300724,35.61,36.85,36.85,ok,,,1152,1409,12953,0.0,yes,
650240017094,36.36,37.65,37.65,ok,,,1152,1409,12953,0.0,yes,
650240010538,21.59,22.35,22.35,ok,,,1152,1409,12953,0.0,yes,
7501125100123,29.34,30.38,30.38,ok,,,1152,1409,12953,0.0,yes,
7501349027329,7.53,7.79,7.79,ok,,,1152,1409,12953,0.0,yes,
7502001165311,29.39,30.43,30.43,ok,,,1152,1409,12953,0.0,yes,
7501125115479,22.09,22.87,22.87,ok,,,1152,1409,12953,0.0,yes,
7501349012943,11.59,12.0,12.0,ok,,,1152,2715,14920,0.0,yes,
75053086,39.43,40.84,40.84,ok,,,1152,2715,14920,0.0,yes,
7501123013340,164.8,170.59,170.59,ok,,,1152,2715,14920,0.0,yes,
7501298215099,110.93,114.86,114.86,ok,,,1152,2715,14920,0.0,yes,
7501349020153,49.89,51.66,51.66,ok,,,1152,2715,14920,0.0,yes,
7502216796782,265.19,274.64,274.64,ok,,,1152,2715,14920,0.0,yes,
7501123013302,250.45,259.28,259.28,ok,,,1152,2715,14920,0.0,yes,
7501075715927,11.24,11.64,11.64,ok,,,1152,2715,14920,0.0,yes,
7503007704597,274.33,284.01,284.01,ok,,,1152,2715,14920,0.0,yes,
7502226291857,26.51,27.45,27.45,ok,,,1152,2715,14920,0.0,yes,
7501300409669,227.02,227.02,227.02,ok,,,1152,2715,14920,0.0,yes,
